Interval,CPU_Usage (%),Memory_Usage (MB),CPU_Num,Num_Threads,Open_Files,Context_Switches
139,0.0,3.1875,2,1,1,8
140,0.0,3.1875,2,1,1,8
141,0.0,3.1875,2,1,1,8
142,0.0,3.1875,2,1,1,8
143,0.0,3.1875,2,1,1,8
144,0.0,3.1875,2,1,1,8
145,0.0,3.1875,2,1,1,8
146,0.0,3.1875,2,1,1,8
147,0.0,3.1875,2,1,1,8
148,0.0,3.1875,2,1,1,8
149,0.0,3.1875,2,1,1,8
150,0.0,3.1875,2,1,1,8
151,0.0,3.1875,2,1,1,8
152,0.0,3.1875,2,1,1,8
153,0.0,3.1875,2,1,1,8
154,0.0,3.1875,2,1,1,8
155,0.0,3.1875,2,1,1,8
156,0.0,3.1875,2,1,1,8
157,0.0,3.1875,2,1,1,8
158,0.0,3.1875,2,1,1,8
159,0.0,3.1875,2,1,1,8
160,0.0,3.1875,2,1,1,8
161,0.0,3.1875,2,1,1,8
162,0.0,3.1875,2,1,1,8
163,0.0,3.1875,2,1,1,8
164,0.0,3.1875,2,1,1,8
